(0.001,1e-07), 0.0
(0.001,1e-06), 0.0
(0.001,1e-05), 0.0
(0.001,0.0001), 0.0
(0.001,0.001), 0.0
(0.001,0.01), 0.0
(0.001,0.1), 0.0
(0.01,1e-07), 0.0
(0.01,1e-06), 0.0
(0.01,1e-05), 0.0
(0.01,0.0001), 0.0
(0.01,0.001), 0.0
(0.01,0.01), 0.0
(0.01,0.1), 0.0
(0.1,1e-07), 0.0
(0.1,1e-06), 0.0
(0.1,1e-05), 0.0
(0.1,0.0001), 0.0
(0.1,0.001), 0.0
(0.1,0.01), 0.0
(0.1,0.1), 0.0
(1,1e-07), 0.0
(1,1e-06), 0.0
(1,1e-05), 0.0
(1,0.0001), 0.0
(1,0.001), 0.0
(1,0.01), 0.0
(1,0.1), 0.0
(10,1e-07), 0.0
(10,1e-06), 0.0
(10,1e-05), 0.0
(10,0.0001), 0.0
(10,0.001), 0.0
(10,0.01), 0.304000308656326
(10,0.1), 0.0
(100,1e-07), 0.0
(100,1e-06), 0.0
(100,1e-05), 0.0
(100,0.0001), 0.0
(100,0.001), 0.0
(100,0.01), 0.31965904652816884
(100,0.1), 0.0
(1000,1e-07), 0.0
(1000,1e-06), 0.0
(1000,1e-05), 0.0
(1000,0.0001), 0.0
(1000,0.001), 0.35114156947916947
(1000,0.01), 0.31965904652816884
(1000,0.1), 0.0
best: (1000,0.001), 0.35114156947916947
