(0.001,1e-07), 0.0
(0.001,1e-06), 0.0
(0.001,1e-05), 0.0
(0.001,0.0001), 0.0
(0.001,0.001), 0.7413896024294393
(0.001,0.01), 0.7005187519747418
(0.01,1e-07), 0.0
(0.01,1e-06), 0.0
(0.01,1e-05), 0.0
(0.01,0.0001), 0.7362743824426743
(0.01,0.001), 0.752604476388027
(0.01,0.01), 0.7519269081689426
(0.1,1e-07), 0.0
(0.1,1e-06), 0.0
(0.1,1e-05), 0.7361403518977039
(0.1,0.0001), 0.7538886631958944
(0.1,0.001), 0.7540146647844858
(0.1,0.01), 0.7538441209977202
(1,1e-07), 0.0
(1,1e-06), 0.7363856609716015
(1,1e-05), 0.7541612251674407
(1,0.0001), 0.7556233060329471
(1,0.001), 0.7537754086188353
(1,0.01), 0.7526314568229276
(10,1e-07), 0.7361480022076351
(10,1e-06), 0.7542660790053012
(10,1e-05), 0.7561465909336383
(10,0.0001), 0.7536315097251661
(10,0.001), 0.7536356495700965
(10,0.01), 0.6747053147609475
(100,1e-07), 0.7540351428753004
(100,1e-06), 0.7561762422273087
(100,1e-05), 0.7555025772691374
(100,0.0001), 0.7529084772945883
(100,0.001), 0.7403331586136387
(100,0.01), 0.6192658702260163
best: (100,1e-06), 0.7561762422273087
