(0.001,1e-07), 0.0
(0.001,1e-06), 0.0
(0.001,1e-05), 0.0
(0.001,0.0001), 0.0
(0.001,0.001), 0.5484938371683961
(0.001,0.01), 0.07775564909058143
(0.001,0.1), 0.0
(0.01,1e-07), 0.0
(0.01,1e-06), 0.0
(0.01,1e-05), 0.0
(0.01,0.0001), 0.7491359701983682
(0.01,0.001), 0.7533347849984299
(0.01,0.01), 0.7513509275968295
(0.01,0.1), 0.0
(0.1,1e-07), 0.0
(0.1,1e-06), 0.0
(0.1,1e-05), 0.7524114396965565
(0.1,0.0001), 0.7532706945170308
(0.1,0.001), 0.7506842032341491
(0.1,0.01), 0.7521876322315004
(0.1,0.1), 0.0
(1,1e-07), 0.0
(1,1e-06), 0.7526123809124887
(1,1e-05), 0.7537991201832239
(1,0.0001), 0.7516195201808428
(1,0.001), 0.7511793566733111
(1,0.01), 0.7452177530197335
(1,0.1), 0.7049282648414466
(10,1e-07), 0.7526123809124887
(10,1e-06), 0.7537991201832239
(10,1e-05), 0.7523369383229288
(10,0.0001), 0.7454847249144543
(10,0.001), 0.7470858268997805
(10,0.01), 0.67327140752754
(10,0.1), 0.6993848489188366
(100,1e-07), 0.7537991201832239
(100,1e-06), 0.7525133751428167
(100,1e-05), 0.7506833579231565
(100,0.0001), 0.7431854759676948
(100,0.001), 0.7335902361258998
(100,0.01), 0.6193559518135502
(100,0.1), 0.6993848489188366
(1000,1e-07), 0.7522401809515142
(1000,1e-06), 0.7517300747507117
(1000,1e-05), 0.7423439674595329
(1000,0.0001), 0.7425824204773406
(1000,0.001), 0.6532491942017883
(1000,0.01), 0.6193559518135502
(1000,0.1), 0.6993848489188366
best: (1,1e-05), 0.7537991201832239(0.001,1e-07), 0.0
(0.001,1e-06), 0.0
(0.001,1e-05), 0.0
(0.001,0.0001), 0.0
(0.001,0.001), 0.732488164378028
(0.001,0.01), 0.5791589602298965
(0.001,0.1), 0.0
(0.01,1e-07), 0.0
(0.01,1e-06), 0.0
(0.01,1e-05), 0.0
(0.01,0.0001), 0.7473550586417378
(0.01,0.001), 0.748233748313178
(0.01,0.01), 0.7469230860910531
(0.01,0.1), 0.0
(0.1,1e-07), 0.0
(0.1,1e-06), 0.0
(0.1,1e-05), 0.748063318415378
(0.1,0.0001), 0.7482193516955682
(0.1,0.001), 0.7518455071922902
(0.1,0.01), 0.7500193213104517
(0.1,0.1), 0.0
(1,1e-07), 0.0
(1,1e-06), 0.7481913377929142
(1,1e-05), 0.7486949393569352
(1,0.0001), 0.7507917145810595
(1,0.001), 0.7520358448700047
(1,0.01), 0.7466019552525306
(1,0.1), 0.7044692040165244
(10,1e-07), 0.7481913377929142
(10,1e-06), 0.7486949393569352
(10,1e-05), 0.7509859525625895
(10,0.0001), 0.7499781771058626
(10,0.001), 0.7497407685663602
(10,0.01), 0.6765170527993218
(10,0.1), 0.7006596351614506
(100,1e-07), 0.7486949393569352
(100,1e-06), 0.751098437607647
(100,1e-05), 0.7511661322452314
(100,0.0001), 0.748954629247255
(100,0.001), 0.7380421719486626
(100,0.01), 0.6222687315093586
(100,0.1), 0.7006596351614506
(1000,1e-07), 0.7508681236353026
(1000,1e-06), 0.7514248494754543
(1000,1e-05), 0.7479776550230508
(1000,0.0001), 0.7464269419297291
(1000,0.001), 0.6504076096209753
(1000,0.01), 0.6222687315093586
(1000,0.1), 0.7006596351614506
best: (1,0.001), 0.7520358448700047
