(0.001,1e-07), 0.0
(0.001,1e-06), 0.0
(0.001,1e-05), 0.0
(0.001,0.0001), 0.0
(0.001,0.001), 0.0
(0.001,0.01), 0.0
(0.001,0.1), 0.0
(0.01,1e-07), 0.0
(0.01,1e-06), 0.0
(0.01,1e-05), 0.0
(0.01,0.0001), 0.0
(0.01,0.001), 0.0
(0.01,0.01), 0.0
(0.01,0.1), 0.0
(0.1,1e-07), 0.0
(0.1,1e-06), 0.0
(0.1,1e-05), 0.0
(0.1,0.0001), 0.0
(0.1,0.001), 0.0
(0.1,0.01), 0.0
(0.1,0.1), 0.0
(1,1e-07), 0.0
(1,1e-06), 0.0
(1,1e-05), 0.0
(1,0.0001), 0.0
(1,0.001), 0.0357917934160224
(1,0.01), 0.2694989016141564
(1,0.1), 0.0
(10,1e-07), 0.0
(10,1e-06), 0.0
(10,1e-05), 0.0
(10,0.0001), 0.0357917934160224
(10,0.001), 0.14934350987194017
(10,0.01), 0.518805643976321
(10,0.1), 0.0
(100,1e-07), 0.0
(100,1e-06), 0.0
(100,1e-05), 0.0357917934160224
(100,0.0001), 0.0357917934160224
(100,0.001), 0.36576262294163664
(100,0.01), 0.5344221028687732
(100,0.1), 0.0
(1000,1e-07), 0.0
(1000,1e-06), 0.0357917934160224
(1000,1e-05), 0.0357917934160224
(1000,0.0001), 0.15144086689105138
(1000,0.001), 0.5367467019171555
(1000,0.01), 0.5344221028687732
(1000,0.1), 0.0
best: (1000,0.001), 0.5367467019171555(0.001,1e-07), 0.0
(0.001,1e-06), 0.0
(0.001,1e-05), 0.0
(0.001,0.0001), 0.0
(0.001,0.001), 0.0
(0.001,0.01), 0.0
(0.001,0.1), 0.0
(0.01,1e-07), 0.0
(0.01,1e-06), 0.0
(0.01,1e-05), 0.0
(0.01,0.0001), 0.0
(0.01,0.001), 0.0
(0.01,0.01), 0.0
(0.01,0.1), 0.0
(0.1,1e-07), 0.0
(0.1,1e-06), 0.0
(0.1,1e-05), 0.0
(0.1,0.0001), 0.0
(0.1,0.001), 0.0
(0.1,0.01), 0.0
(0.1,0.1), 0.0
(1,1e-07), 0.0
(1,1e-06), 0.0
(1,1e-05), 0.0
(1,0.0001), 0.0
(1,0.001), 0.7404306974628794
(1,0.01), 0.663665758796416
(1,0.1), 0.0
(10,1e-07), 0.0
(10,1e-06), 0.0
(10,1e-05), 0.0
(10,0.0001), 0.7404306974628794
(10,0.001), 0.6288187498396158
(10,0.01), 0.5792886781789242
(10,0.1), 0.0
(100,1e-07), 0.0
(100,1e-06), 0.0
(100,1e-05), 0.7404306974628794
(100,0.0001), 0.7404306974628794
(100,0.001), 0.6537742135516296
(100,0.01), 0.5308531620017684
(100,0.1), 0.0
(1000,1e-07), 0.0
(1000,1e-06), 0.7404306974628794
(1000,1e-05), 0.7404306974628794
(1000,0.0001), 0.6250455815305878
(1000,0.001), 0.5368815193810743
(1000,0.01), 0.5308531620017684
(1000,0.1), 0.0
best: (1,0.001), 0.7404306974628794
